Time       Symbol       Volume     VolCutoff  Turnover     %UC                              Link 
13:05      SIYSIL       48773      -180876.0  40830.0    10.85 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SIYSIL/3608577
13:06      SHARDAMOTR   5041       -160867.0  5505.0     15.0  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SHARDAMOTR/2695681
13:06      BLSE         18099      -184858.0  3706.0     17.11 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/BLSE/5776897
13:16      SIYSIL       17310      -180876.0  14454.0    11.13 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SIYSIL/3608577
13:17      SIYSIL       18683      -180876.0  15624.0    10.97 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SIYSIL/3608577
13:17      RBZJEWEL     51952      -52799.0   8416.0     10.5  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/RBZJEWEL/5343745
13:27      RBZJEWEL     30248      -52799.0   4924.0     9.95  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/RBZJEWEL/5343745
13:29      SIYSIL       23000      -180876.0  19098.0    11.75 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SIYSIL/3608577
13:31      DREDGECORP   8386       -391521.0  7727.0     6.17  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/DREDGECORP/2885377
13:33      DREDGECORP   9189       -391521.0  8493.0     5.84  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/DREDGECORP/2885377
13:35      SANDHAR      2723       -123326.0  1481.0     19.22 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/SANDHAR/613633
13:37      ANMOL        12417      -172054.0  193.0      18.2  https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/ANMOL/954113
13:38      PRECWIRE     9617       -18971.0   2173.0     19.56 https://kite.zerodha.com/markets/ext/chart/web/tvc/NSE/PRECWIRE/695553
