instrument_token,tradingsymbol,avg_volume
6948865,BLACKBUCK,2624520
6953217,CINELINE,21866
6955777,RACLGEAR,31523
6957057,NTPCGREEN,5097544
6966529,EIEL,2806407
6988033,RTNINDIA,9477706
6989569,SAMPANN,111996
6997505,SURAKSHA,36880
7002369,ROSSTECH,265474
7058177,ODIGMA,33460
7126785,SAILIFE,1890104
7160065,VMM,26775890
7179777,MOBIKWIK,8741406
7200001,IKS,274413
7248385,ANUHPHR,130832
7264769,IGIL,931043
7337473,DAMCAPITAL,514566
7343873,MAMATA,1347195
7350785,TRANSRAILL,3109130
7363585,CEWATER,77240
7374081,SANATHAN,110433
7384833,VENTIVE,114978
7387905,PROZONER,821509
7393025,CARRARO,141320
7395329,SENORES,574055
7398145,KITEX,1090373
7399937,MAYURUNIQ,48950
7401729,ROSSELLIND,35563
7411713,DUCON,394980
7413761,UNIMECH,47244
7416065,CONSUMER,233317
7426049,TVSHLTD,10896
7428865,ECAPINSURE,130420
7430401,INDOFARM,764679
7436801,ZUARI,2324425
7443201,SGLTL,268597
7446273,QUADFUTURE,713072
7449089,DDEVPLSTIK,272751
7452929,CARERATING,57918
7455745,PCJEWELLER,68926616
7458561,INDUSTOWER,8852285
7467777,LAXMIDENTL,791441
7476225,STALLION,2469126
7481345,ONESOURCE,142580
7488257,ITCHOTELS,2760307
7489537,DENTA,1487131
7496705,VMART,169437
7536385,SUPREME,112970
7539713,AGARWALEYE,270798
7541505,MOSCHIP,6732692
7542785,NEXT30ADD,38353
7544833,PROTEAN,1022052
7547393,MCLOUD,5041965
7548673,NIBE,74202
7549953,ORCHASP,284951
7558913,GROWWRAIL,383899
7565569,NIFTYIETF,493363
7571713,NIF100BEES,25506
7573249,NATCAPSUQ,8313
7577089,REPCOHOME,194434
7583745,AJAXENGG,136377
7594497,HEXT,794964
7597569,BAJAJINDEF,37069
7606017,QPOWER,961297
7611137,GUJTHEM,175182
7611649,NIBL,37644
7618049,MSCIINDIA,45717
7647233,GROWWN200,142624
7648513,VIVIDHA,421552
7665665,NIFTY100EW,13792
7670273,JUSTDIAL,94161
7673601,AONETOTAL,641420
7685889,ATULAUTO,802846
7696641,MOCAPITAL,460310
7702785,ORIENTCEM,1010032
7707649,ABFRL,12316418
7707905,SELECTIPO,16960
7710977,EQUAL200,62673
7712001,SAMMAANCAP,12967871
7714305,PRABHA,39736
7715585,CASHIETF,282355
7719681,AXISVALUE,29604
7742465,BHARATSE,180431
7754241,SBIBPB,12344
7762689,ESSENTIA,1630606
7780353,NIF100IETF,300081
7796481,SPECTRUM,3383
7800065,MID150,70719
7800833,AONELIQUID,24608
7893761,PILITA,82136
7940353,THOMASCOTT,27056
7963393,DBSTOCKBRO,98030
7971329,COMPUSOFT,43238
7977729,RHIM,680132
7982337,MCX,476918
7995905,SCHNEIDER,114722
8002049,NDL,2370070
8042241,NBCC,7207776
8055809,LYPSAGEMS,23363
8065793,JPOLYINVST,18425
8150273,SREEL,10712
193505537,EVIETF,89761
193539841,CIFL,245247
193541121,TINNARUBR,19492
193545729,WAAREERTL,406062
193558017,GROWWMOM50,241632
193618945,NPST,39566
193741313,OSWALPUMPS,757856
193747713,GROWWSLVR,170913
193751809,ABLBL,1262723
193758977,ENRIN,556276
193766401,MON50EQUAL,4261
193772801,PRIMO,199533
193795585,THELEELA,460946
193804545,RAJOOENG,821648
193816577,AONENIFTY,206673
193817345,MOMGF,661
193818113,BELRISE,13289239
193828353,EQUAL50,3900
193834753,MONEXT50,4074
193878017,AEGISVOPAK,642839
193902337,MOPSE,809
193905409,MOTOUR,7270
193908481,SNXT30BEES,7587
193914369,SCODATUBES,353240
193923841,DIGITIDE,622554
193925121,BLUSPRING,1009539
193931521,TRAVELFOOD,375030
193949185,ARISINFRA,638251
193957121,ATHERENERG,3139937
193960449,FISCHER,555545
193977601,LIQGRWBEES,17790
193985025,PICCADIL,243989
193988353,SAMBHV,4958655
193989633,HDBFS,1544388
193995265,BRIGHOTEL,2123924
193997057,IGCL,736715
194001153,MOMIDMTM,29964
194005505,RMDRIP,42901
194008321,INDIQUBE,1000793
194009601,CRIZAC,2057417
194012673,EBGNG,2202395
194018561,ANTHEM,2894712
194027265,BORANA,95135
194032129,BELLACASA,9666
194034177,QUALITY30,13855
194035969,EUROBOND,37774
194036481,PASHUPATI,17394
194039041,SMARTWORKS,476079
194045185,CHEMBONDCH,56231
194077441,JSLL,281625
194085121,LOTUSDEV,8499112
194086401,MBEL,2579881
194092289,PROSTARM,1795533
194162689,ALLTIME,2192526
194165761,JSWCEMENT,14115089
194174977,SBILIQETF,10946
194189057,RAYMONDREL,294743
194190849,KALPATARU,165501
194192129,ELLEN,462191
194194433,GLOBECIVIL,769293
194200321,INTERNET,143797
194218753,MANUFGBEES,8309
194220801,EFCIL,427678
194222081,REGAAL,4977896
194228481,LTGILTCASE,112696
194239489,MEIL,806308
194266369,SGFIN,70033
194267649,CPPLUS,1442045
194268929,LAXMIINDIA,4652058
194275585,SGMART,166148
194288897,CPEDU,40277
194291713,ELM250,999190
194292481,SML100CASE,298433
194293249,STLNETWORK,5440603
194295809,AHCL,1832507
194297089,VIKRAN,24951246
194299137,RNBDENIMS,77145
194300417,GCSL,77022
194325505,URBANCO,129407370
194327809,SHRINGARMS,18032431
194330369,HILINFRA,1473842
194347265,MWL,34729
194349057,TIGERLOGS,1367904
194378497,BLUESTONE,2227068
194416385,PATELRMART,645528
194418689,SHREEJISPG,1951069
194419969,VIKRAMSOLR,14870411
194422017,GEMAROMA,1577771
